business_units,sub_unit,accounts,amount
A,001054,rent,-11437
A,001054,shrinkage,-4424
A,001054,third_party_service,-156
A,001054,transportation_cost,-1947
A,001054,utilities,-7791
A,001054,wage,-14903
A,001055,advertising,-3319
A,001055,cogs,-347983
A,001055,credit_card_fee,-3206
A,001055,customer_loyalty,-200
A,001055,equipment_lease,-108
A,001055,income _allowances,68062
A,001055,insurance,-1982
A,001055,it_maintenance,-191
A,001055,maintenance,-2495
A,001055,materials,-2794
A,001055,net_sales,415219
A,001055,others,-895
A,001055,others_incomes,318
A,001055,re_incomes,1259
A,001055,rent,-17082
A,001055,shrinkage,-13262
A,001055,third_party_service,-285
A,001055,transportation_cost,-5838
A,001055,utilities,-14247
A,001055,wage,-30430
A,001056,advertising,-3073
A,001056,cogs,-322277
A,001056,credit_card_fee,-2969
A,001056,customer_loyalty,-185
A,001056,equipment_lease,-108
A,001056,income _allowances,63035
A,001056,insurance,-1861
A,001056,it_maintenance,-191
A,001056,maintenance,-2406
A,001056,materials,-2587
A,001056,net_sales,384547
A,001056,others,-895
A,001056,others_incomes,304
A,001056,re_incomes,1259
A,001056,rent,-17029
A,001056,shrinkage,-12283
A,001056,third_party_service,-220
A,001056,transportation_cost,-5406
A,001056,utilities,-13004
A,001056,wage,-30929
A,001057,advertising,-3143
A,001057,cogs,-329595
A,001057,credit_card_fee,-3037
A,001057,customer_loyalty,-189
A,001057,equipment_lease,-108
A,001057,income _allowances,64466
A,001057,insurance,-1643
A,001057,it_maintenance,-191
A,001057,maintenance,-2230
A,001057,materials,-2646
A,001057,net_sales,393279
A,001057,others,-895
A,001057,others_incomes,336
A,001057,re_incomes,1259
A,001057,rent,-16676
A,001057,shrinkage,-12561
A,001057,third_party_service,-214
A,001057,transportation_cost,-5529
A,001057,utilities,-13121
A,001057,wage,-30729
A,001058,advertising,-3530
A,001058,cogs,-370104
A,001058,credit_card_fee,-3410
A,001058,customer_loyalty,-212
A,001058,equipment_lease,-108
A,001058,income _allowances,72389
A,001058,insurance,-2082
A,001058,it_maintenance,-191
A,001058,maintenance,-2429
A,001058,materials,-2971
A,001058,net_sales,441615
A,001058,others,-895
A,001058,others_incomes,332
A,001058,re_incomes,1259
A,001058,rent,-17074
A,001058,shrinkage,-14105
A,001058,third_party_service,-243
A,001058,transportation_cost,-6209
A,001058,utilities,-14374
A,001058,wage,-32850
A,001059,advertising,-5040
A,001059,cogs,-528446
A,001059,credit_card_fee,-4869
A,001059,customer_loyalty,-304
A,001059,equipment_lease,-108
A,001059,income _allowances,103360
A,001059,insurance,-2822
A,001059,it_maintenance,-191
A,001059,maintenance,-3430
A,001059,materials,-4243
A,001059,net_sales,630552
A,001059,others,-895
A,001059,others_incomes,560
A,001059,re_incomes,1259
A,001059,rent,-13347
A,001059,shrinkage,-20141
A,001059,third_party_service,-366
A,001059,transportation_cost,-8865
A,001059,utilities,-16955
A,001059,wage,-46903
A,001060,advertising,-5183
A,001060,cogs,-543438
A,001060,credit_card_fee,-5008
A,001060,customer_loyalty,-312
A,001060,equipment_lease,-108
A,001060,income _allowances,106292
A,001060,insurance,-2792
A,001060,it_maintenance,-191
A,001060,maintenance,-3424
A,001060,materials,-4363
A,001060,net_sales,648441
A,001060,others,-895
A,001060,others_incomes,580
A,001060,re_incomes,1259
A,001060,rent,-13125
A,001060,shrinkage,-20712
A,001060,third_party_service,-352
A,001060,transportation_cost,-9117
A,001060,utilities,-17171
A,001060,wage,-50829
A,001061,advertising,-6082
A,001061,cogs,-637667
A,001061,credit_card_fee,-5876
A,001061,customer_loyalty,-366
A,001061,equipment_lease,-108
A,001061,income _allowances,124723
A,001061,insurance,-2878
A,001061,it_maintenance,-191
A,001061,maintenance,-3922
A,001061,materials,-5120
A,001061,net_sales,760876
A,001061,others,-895
A,001061,others_incomes,595
A,001061,re_incomes,1259
A,001061,rent,-12573
A,001061,shrinkage,-24304
A,001061,third_party_service,-410
A,001061,transportation_cost,-10698
A,001061,utilities,-19762
A,001061,wage,-57254
A,001062,advertising,-5194
A,001062,cogs,-544575
A,001062,credit_card_fee,-5018
A,001062,customer_loyalty,-313
A,001062,equipment_lease,-108
A,001062,income _allowances,106515
A,001062,insurance,-2883
A,001062,it_maintenance,-191
A,001062,maintenance,-3405
A,001062,materials,-4372
A,001062,net_sales,649798
A,001062,others,-895
A,001062,others_incomes,607
A,001062,re_incomes,1259
A,001062,rent,-13319
A,001062,shrinkage,-20755
A,001062,third_party_service,-378
A,001062,transportation_cost,-9136
A,001062,utilities,-17469
A,001062,wage,-50914
A,001063,advertising,-1086
A,001063,cogs,-113907
A,001063,credit_card_fee,-1049
A,001063,customer_loyalty,-65
A,001063,equipment_lease,-108
A,001063,income _allowances,22279
A,001063,insurance,-776
A,001063,it_maintenance,-191
A,001063,maintenance,-1470
A,001063,materials,-914
A,001063,net_sales,135917
A,001063,others,-895
A,001063,others_incomes,207
A,001063,re_incomes,1259
A,001063,rent,-4432
A,001063,shrinkage,-4341
A,001063,third_party_service,-180
A,001063,transportation_cost,-1911
A,001063,utilities,-6738
A,001063,wage,-14857
A,001064,advertising,-1115
A,001064,cogs,-116907
A,001064,credit_card_fee,-1077
A,001064,customer_loyalty,-67
A,001064,equipment_lease,-108
A,001064,income _allowances,22866
A,001064,insurance,-842
A,001064,it_maintenance,-191
A,001064,maintenance,-1384
A,001064,materials,-938
A,001064,net_sales,139495
A,001064,others,-895
A,001064,others_incomes,219
A,001064,re_incomes,1259
A,001064,rent,-4185
A,001064,shrinkage,-4454
A,001064,third_party_service,-199
A,001064,transportation_cost,-1961
A,001064,utilities,-6894
A,001064,wage,-16332
A,001065,advertising,-1113
A,001065,cogs,-116699
A,001065,credit_card_fee,-1075
A,001065,customer_loyalty,-67
A,001065,equipment_lease,-108
A,001065,income _allowances,22825
A,001065,insurance,-772
A,001065,it_maintenance,-191
A,001065,maintenance,-1509
A,001065,materials,-937
A,001065,net_sales,139247
A,001065,others,-895
A,001065,others_incomes,235
A,001065,re_incomes,1259
A,001065,rent,-4173
A,001065,shrinkage,-4447
A,001065,third_party_service,-195
A,001065,transportation_cost,-1957
A,001065,utilities,-6912
A,001065,wage,-16581
A,001066,advertising,-1096
A,001066,cogs,-115000
A,001066,credit_card_fee,-1059
A,001066,customer_loyalty,-66
A,001066,equipment_lease,-108
A,001066,income _allowances,22493
A,001066,insurance,-814
A,001066,it_maintenance,-191
A,001066,maintenance,-1573
A,001066,materials,-923
A,001066,net_sales,137221
A,001066,others,-895
A,001066,others_incomes,200
A,001066,re_incomes,1259
A,001066,rent,-4562
A,001066,shrinkage,-4382
A,001066,third_party_service,-167
A,001066,transportation_cost,-1929
A,001066,utilities,-6723
A,001066,wage,-14640
A,001067,advertising,-1669
A,001067,cogs,-175037
A,001067,credit_card_fee,-1613
A,001067,customer_loyalty,-100
A,001067,equipment_lease,-108
A,001067,income _allowances,34236
A,001067,insurance,-1579
A,001067,it_maintenance,-191
A,001067,maintenance,-1820
A,001067,materials,-1405
A,001067,net_sales,208858
A,001067,others,-895
A,001067,others_incomes,198
A,001067,re_incomes,1259
A,001067,rent,-7722
A,001067,shrinkage,-6671
A,001067,third_party_service,-240
A,001067,transportation_cost,-2936
A,001067,utilities,-10024
A,001067,wage,-20475
A,001068,advertising,-1564
A,001068,cogs,-164006
A,001068,credit_card_fee,-1511
A,001068,customer_loyalty,-94
A,001068,equipment_lease,-108
A,001068,income _allowances,32078
A,001068,insurance,-1446
A,001068,it_maintenance,-191
A,001068,maintenance,-1775
A,001068,materials,-1316
A,001068,net_sales,195696
A,001068,others,-895
A,001068,others_incomes,191
A,001068,re_incomes,1259
A,001068,rent,-7504
A,001068,shrinkage,-6250
A,001068,third_party_service,-292
A,001068,transportation_cost,-2751
A,001068,utilities,-9560
A,001068,wage,-20610
A,001069,advertising,-1818
A,001069,cogs,-190613
A,001069,credit_card_fee,-1756
A,001069,customer_loyalty,-109
A,001069,equipment_lease,-108
A,001069,income _allowances,37282
A,001069,insurance,-1282
A,001069,it_maintenance,-191
A,001069,maintenance,-2170
A,001069,materials,-1530
A,001069,net_sales,227443
A,001069,others,-895
A,001069,others_incomes,233
A,001069,re_incomes,1259
A,001069,rent,-7974
A,001069,shrinkage,-7264
A,001069,third_party_service,-199
A,001069,transportation_cost,-3197
A,001069,utilities,-10293
A,001069,wage,-22654
A,001070,advertising,-1733
A,001070,cogs,-181751
A,001070,credit_card_fee,-1674
A,001070,customer_loyalty,-104
A,001070,equipment_lease,-108
A,001070,income _allowances,35549
A,001070,insurance,-1615
A,001070,it_maintenance,-191
A,001070,maintenance,-1932
A,001070,materials,-1459
A,001070,net_sales,216869
A,001070,others,-895
A,001070,others_incomes,204
A,001070,re_incomes,1259
A,001070,rent,-7811
A,001070,shrinkage,-6927
A,001070,third_party_service,-226
A,001070,transportation_cost,-3049
A,001070,utilities,-9805
A,001070,wage,-21801
A,001071,advertising,-1434
A,001071,cogs,-150369
A,001071,credit_card_fee,-1385
A,001071,customer_loyalty,-86
A,001071,equipment_lease,-108
A,001071,income _allowances,29411
A,001071,insurance,-953
A,001071,it_maintenance,-191
A,001071,maintenance,-1591
A,001071,materials,-1207
A,001071,net_sales,179423
A,001071,others,-895
A,001071,others_incomes,188
A,001071,re_incomes,1259
A,001071,rent,-4439
A,001071,shrinkage,-5730
A,001071,third_party_service,-201
A,001071,transportation_cost,-2522
A,001071,utilities,-7380
A,001071,wage,-18231
A,001072,advertising,-1386
A,001072,cogs,-145403
A,001072,credit_card_fee,-1339
A,001072,customer_loyalty,-83
A,001072,equipment_lease,-108
A,001072,income _allowances,28439
A,001072,insurance,-1124
A,001072,it_maintenance,-191
A,001072,maintenance,-1634
A,001072,materials,-1167
A,001072,net_sales,173498
A,001072,others,-895
A,001072,others_incomes,196
A,001072,re_incomes,1259
A,001072,rent,-4449
A,001072,shrinkage,-5541
A,001072,third_party_service,-228
A,001072,transportation_cost,-2439
A,001072,utilities,-7519
A,001072,wage,-19287
A,001073,advertising,-1634
A,001073,cogs,-171342
A,001073,credit_card_fee,-1578
A,001073,customer_loyalty,-98
A,001073,equipment_lease,-108
A,001073,income _allowances,33513
A,001073,insurance,-950
A,001073,it_maintenance,-191
A,001073,maintenance,-1774
A,001073,materials,-1375
A,001073,net_sales,204449
A,001073,others,-895
A,001073,others_incomes,208
A,001073,re_incomes,1259
A,001073,rent,-4608
A,001073,shrinkage,-6530
A,001073,third_party_service,-240
A,001073,transportation_cost,-2874
A,001073,utilities,-7587
A,001073,wage,-20037
A,001074,advertising,-1470
A,001074,cogs,-154125
A,001074,credit_card_fee,-1420
A,001074,customer_loyalty,-88
A,001074,equipment_lease,-108
A,001074,income _allowances,30145
A,001074,insurance,-1054
A,001074,it_maintenance,-191
A,001074,maintenance,-1672
A,001074,materials,-1237
A,001074,net_sales,183905
A,001074,others,-895
A,001074,others_incomes,195
A,001074,re_incomes,1259
A,001074,rent,-4442
A,001074,shrinkage,-5873
A,001074,third_party_service,-185
A,001074,transportation_cost,-2585
A,001074,utilities,-7420
A,001074,wage,-19478
A,001075,advertising,-2234
A,001075,cogs,-234217
A,001075,credit_card_fee,-2158
A,001075,customer_loyalty,-134
A,001075,equipment_lease,-108
A,001075,income _allowances,45811
A,001075,insurance,-1465
A,001075,it_maintenance,-191
A,001075,maintenance,-1825
A,001075,materials,-1880
A,001075,net_sales,279472
A,001075,others,-895
A,001075,others_incomes,235
A,001075,re_incomes,1259
A,001075,rent,-9044
A,001075,shrinkage,-8926
A,001075,third_party_service,-241
A,001075,transportation_cost,-3929
A,001075,utilities,-9615
A,001075,wage,-21644
A,001076,advertising,-2170
A,001076,cogs,-227563
A,001076,credit_card_fee,-2097
A,001076,customer_loyalty,-130
A,001076,equipment_lease,-108
A,001076,income _allowances,44509
A,001076,insurance,-1532
A,001076,it_maintenance,-191
A,001076,maintenance,-1887
A,001076,materials,-1827
A,001076,net_sales,271532
A,001076,others,-895
A,001076,others_incomes,234
A,001076,re_incomes,1259
A,001076,rent,-8890
A,001076,shrinkage,-8672
A,001076,third_party_service,-227
A,001076,transportation_cost,-3817
A,001076,utilities,-10112
A,001076,wage,-22479
A,001077,advertising,-2139
A,001077,cogs,-224281
A,001077,credit_card_fee,-2066
A,001077,customer_loyalty,-129
A,001077,equipment_lease,-108
A,001077,income _allowances,43867
A,001077,insurance,-1197
A,001077,it_maintenance,-191
A,001077,maintenance,-1897
A,001077,materials,-1800
A,001077,net_sales,267616
A,001077,others,-895
A,001077,others_incomes,239
A,001077,re_incomes,1259
A,001077,rent,-8659
A,001077,shrinkage,-8547
A,001077,third_party_service,-178
A,001077,transportation_cost,-3762
A,001077,utilities,-9731
A,001077,wage,-21195
A,001078,advertising,-2293
A,001078,cogs,-240443
A,001078,credit_card_fee,-2215
A,001078,customer_loyalty,-138
A,001078,equipment_lease,-108
A,001078,income _allowances,47028
A,001078,insurance,-1589
A,001078,it_maintenance,-191
A,001078,maintenance,-1873
A,001078,materials,-1930
A,001078,net_sales,286901
A,001078,others,-895
A,001078,others_incomes,237
A,001078,re_incomes,1259
A,001078,rent,-9125
A,001078,shrinkage,-9164
A,001078,third_party_service,-265
A,001078,transportation_cost,-4034
A,001078,utilities,-10330
A,001078,wage,-24168
A,001079,advertising,-2185
A,001079,cogs,-229156
A,001079,credit_card_fee,-2111
A,001079,customer_loyalty,-131
A,001079,equipment_lease,-108
A,001079,income _allowances,44821
A,001079,insurance,-1173
A,001079,it_maintenance,-191
A,001079,maintenance,-1793
A,001079,materials,-1840
A,001079,net_sales,273433
A,001079,others,-895
A,001079,others_incomes,242
A,001079,re_incomes,1259
A,001079,rent,-4751
A,001079,shrinkage,-8733
A,001079,third_party_service,-241
A,001079,transportation_cost,-3844
A,001079,utilities,-9526
A,001079,wage,-21568
A,001080,advertising,-2046
A,001080,cogs,-214573
A,001080,credit_card_fee,-1977
A,001080,customer_loyalty,-123
A,001080,equipment_lease,-108
A,001080,income _allowances,41969
A,001080,insurance,-1096
A,001080,it_maintenance,-191
A,001080,maintenance,-1858
A,001080,materials,-1722
A,001080,net_sales,256033
A,001080,others,-895
A,001080,others_incomes,229
A,001080,re_incomes,1259
A,001080,rent,-4770
A,001080,shrinkage,-8178
A,001080,third_party_service,-223
A,001080,transportation_cost,-3599
A,001080,utilities,-8954
A,001080,wage,-19868
A,001081,advertising,-2138
A,001081,cogs,-224241
A,001081,credit_card_fee,-2066
A,001081,customer_loyalty,-129
A,001081,equipment_lease,-108
A,001081,income _allowances,43859
A,001081,insurance,-1073
A,001081,it_maintenance,-191
A,001081,maintenance,-1720
A,001081,materials,-1800
A,001081,net_sales,267569
A,001081,others,-895
A,001081,others_incomes,224
A,001081,re_incomes,1259
A,001081,rent,-4832
A,001081,shrinkage,-8546
A,001081,third_party_service,-179
A,001081,transportation_cost,-3762
A,001081,utilities,-9070
A,001081,wage,-20514
A,001082,advertising,-2325
A,001082,cogs,-243842
A,001082,credit_card_fee,-2247
A,001082,customer_loyalty,-140
A,001082,equipment_lease,-108
A,001082,income _allowances,47693
A,001082,insurance,-1272
A,001082,it_maintenance,-191
A,001082,maintenance,-1798
A,001082,materials,-1957
A,001082,net_sales,290958
A,001082,others,-895
A,001082,others_incomes,234
A,001082,re_incomes,1259
A,001082,rent,-4749
A,001082,shrinkage,-9293
A,001082,third_party_service,-238
A,001082,transportation_cost,-4091
A,001082,utilities,-9354
A,001082,wage,-21485
A,001083,advertising,-3363
A,001083,cogs,-352609
A,001083,credit_card_fee,-3249
A,001083,customer_loyalty,-202
A,001083,equipment_lease,-108
A,001083,income _allowances,68967
A,001083,insurance,-2311
A,001083,it_maintenance,-191
A,001083,maintenance,-2610
A,001083,materials,-2831
A,001083,net_sales,420740
A,001083,others,-895
A,001083,others_incomes,301
A,001083,re_incomes,1259
A,001083,rent,-15448
A,001083,shrinkage,-13439
A,001083,third_party_service,-256
A,001083,transportation_cost,-5915
A,001083,utilities,-12568
A,001083,wage,-31008
A,001084,advertising,-3409
A,001084,cogs,-357411
A,001084,credit_card_fee,-3293
A,001084,customer_loyalty,-205
A,001084,equipment_lease,-108
A,001084,income _allowances,69907
A,001084,insurance,-2299
A,001084,it_maintenance,-191
A,001084,maintenance,-2427
A,001084,materials,-2869
A,001084,net_sales,426470
A,001084,others,-895
A,001084,others_incomes,330
A,001084,re_incomes,1259
A,001084,rent,-15033
A,001084,shrinkage,-13622
A,001084,third_party_service,-241
A,001084,transportation_cost,-5996
A,001084,utilities,-12740
A,001084,wage,-33363
A,001085,advertising,-3374
A,001085,cogs,-353754
A,001085,credit_card_fee,-3259
A,001085,customer_loyalty,-203
A,001085,equipment_lease,-108
A,001085,income _allowances,69191
A,001085,insurance,-2069
A,001085,it_maintenance,-191
A,001085,maintenance,-2329
A,001085,materials,-2840
A,001085,net_sales,422106
A,001085,others,-895
A,001085,others_incomes,334
A,001085,re_incomes,1259
A,001085,rent,-15089
A,001085,shrinkage,-13482
A,001085,third_party_service,-235
A,001085,transportation_cost,-5935
A,001085,utilities,-12590
A,001085,wage,-32312
A,001086,advertising,-3380
A,001086,cogs,-354375
A,001086,credit_card_fee,-3265
A,001086,customer_loyalty,-203
A,001086,equipment_lease,-108
A,001086,income _allowances,69313
A,001086,insurance,-2428
A,001086,it_maintenance,-191
A,001086,maintenance,-2416
A,001086,materials,-2845
A,001086,net_sales,422848
A,001086,others,-895
A,001086,others_incomes,330
A,001086,re_incomes,1259
A,001086,rent,-15674
A,001086,shrinkage,-13506
A,001086,third_party_service,-271
A,001086,transportation_cost,-5945
A,001086,utilities,-12641
A,001086,wage,-32318
A,001087,advertising,-1598
A,001087,cogs,-167587
A,001087,credit_card_fee,-1544
A,001087,customer_loyalty,-96
A,001087,equipment_lease,-108
A,001087,income _allowances,32778
A,001087,insurance,-1000
A,001087,it_maintenance,-191
A,001087,maintenance,-1840
A,001087,materials,-1345
A,001087,net_sales,199968
A,001087,others,-895
A,001087,others_incomes,180
A,001087,re_incomes,1259
A,001087,rent,-5772
A,001087,shrinkage,-6387
A,001087,third_party_service,-201
A,001087,transportation_cost,-2811
A,001087,utilities,-8367
A,001087,wage,-17546
A,001088,advertising,-1364
A,001088,cogs,-143068
A,001088,credit_card_fee,-1318
A,001088,customer_loyalty,-82
A,001088,equipment_lease,-108
A,001088,income _allowances,27983
A,001088,insurance,-910
A,001088,it_maintenance,-191
A,001088,maintenance,-1669
A,001088,materials,-1148
A,001088,net_sales,170712
A,001088,others,-895
A,001088,others_incomes,178
A,001088,re_incomes,1259
A,001088,rent,-5242
A,001088,shrinkage,-5452
A,001088,third_party_service,-197
A,001088,transportation_cost,-2400
A,001088,utilities,-8050
A,001088,wage,-17484
A,001089,advertising,-1655
A,001089,cogs,-173540
A,001089,credit_card_fee,-1599
A,001089,customer_loyalty,-99
A,001089,equipment_lease,-108
A,001089,income _allowances,33943
A,001089,insurance,-876
A,001089,it_maintenance,-191
A,001089,maintenance,-1667
A,001089,materials,-1393
A,001089,net_sales,207071
A,001089,others,-895
A,001089,others_incomes,203
A,001089,re_incomes,1259
A,001089,rent,-5578
A,001089,shrinkage,-6614
A,001089,third_party_service,-189
A,001089,transportation_cost,-2911
A,001089,utilities,-8630
A,001089,wage,-18763
A,001090,advertising,-1749
A,001090,cogs,-183382
A,001090,credit_card_fee,-1689
A,001090,customer_loyalty,-105
A,001090,equipment_lease,-108
A,001090,income _allowances,35868
A,001090,insurance,-1054
A,001090,it_maintenance,-191
A,001090,maintenance,-2042
A,001090,materials,-1472
A,001090,net_sales,218815
A,001090,others,-895
A,001090,others_incomes,220
A,001090,re_incomes,1259
A,001090,rent,-5864
A,001090,shrinkage,-6988
A,001090,third_party_service,-222
A,001090,transportation_cost,-3076
A,001090,utilities,-9011
A,001090,wage,-19343
A,001091,advertising,-3531
A,001091,cogs,-370208
A,001091,credit_card_fee,-3411
A,001091,customer_loyalty,-212
A,001091,equipment_lease,-108
A,001091,income _allowances,72410
A,001091,insurance,-2110
A,001091,it_maintenance,-191
A,001091,maintenance,-2483
A,001091,materials,-2972
A,001091,net_sales,441740
A,001091,others,-895
A,001091,others_incomes,340
A,001091,re_incomes,1259
A,001091,rent,-10992
A,001091,shrinkage,-14109
A,001091,third_party_service,-276
A,001091,transportation_cost,-6211
A,001091,utilities,-13198
A,001091,wage,-33149
A,001092,advertising,-3475
A,001092,cogs,-364409
A,001092,credit_card_fee,-3358
A,001092,customer_loyalty,-209
A,001092,equipment_lease,-108
A,001092,income _allowances,71275
A,001092,insurance,-2179
A,001092,it_maintenance,-191
A,001092,maintenance,-2636
A,001092,materials,-2926
A,001092,net_sales,434820
A,001092,others,-895
A,001092,others_incomes,362
A,001092,re_incomes,1259
A,001092,rent,-10171
A,001092,shrinkage,-13888
A,001092,third_party_service,-329
A,001092,transportation_cost,-6113
A,001092,utilities,-13076
A,001092,wage,-34790
A,001093,advertising,-3569
A,001093,cogs,-374236
A,001093,credit_card_fee,-3448
A,001093,customer_loyalty,-215
A,001093,equipment_lease,-108
A,001093,income _allowances,73197
A,001093,insurance,-1785
A,001093,it_maintenance,-191
A,001093,maintenance,-2496
A,001093,materials,-3004
A,001093,net_sales,446546
A,001093,others,-895
A,001093,others_incomes,370
A,001093,re_incomes,1259
A,001093,rent,-10702
A,001093,shrinkage,-14263
A,001093,third_party_service,-280
A,001093,transportation_cost,-6278
A,001093,utilities,-12994
A,001093,wage,-34741
A,001094,advertising,-3719
A,001094,cogs,-389952
A,001094,credit_card_fee,-3593
A,001094,customer_loyalty,-224
A,001094,equipment_lease,-108
A,001094,income _allowances,76271
A,001094,insurance,-2132
A,001094,it_maintenance,-191
A,001094,maintenance,-2475
A,001094,materials,-3131
A,001094,net_sales,465298
A,001094,others,-895
A,001094,others_incomes,349
A,001094,re_incomes,1259
A,001094,rent,-11797
A,001094,shrinkage,-14862
A,001094,third_party_service,-286
A,001094,transportation_cost,-6542
A,001094,utilities,-12942
A,001094,wage,-34393
A,001095,advertising,-2387
A,001095,cogs,-250282
A,001095,credit_card_fee,-2306
A,001095,customer_loyalty,-143
A,001095,equipment_lease,-108
A,001095,income _allowances,48953
A,001095,insurance,-1239
A,001095,it_maintenance,-191
A,001095,maintenance,-1774
A,001095,materials,-2009
A,001095,net_sales,298642
A,001095,others,-895
A,001095,others_incomes,237
A,001095,re_incomes,1259
A,001095,rent,-7973
A,001095,shrinkage,-9538
A,001095,third_party_service,-183
A,001095,transportation_cost,-4199
A,001095,utilities,-9341
A,001095,wage,-24142
A,001096,advertising,-2385
A,001096,cogs,-250144
A,001096,credit_card_fee,-2305
A,001096,customer_loyalty,-143
A,001096,equipment_lease,-108
A,001096,income _allowances,48926
A,001096,insurance,-1220
A,001096,it_maintenance,-191
A,001096,maintenance,-1764
A,001096,materials,-2008
A,001096,net_sales,298477
A,001096,others,-895
A,001096,others_incomes,246
A,001096,re_incomes,1259
A,001096,rent,-7502
A,001096,shrinkage,-9533
A,001096,third_party_service,-179
A,001096,transportation_cost,-4196
A,001096,utilities,-9308
A,001096,wage,-24705
A,001097,advertising,-2661
A,001097,cogs,-279051
A,001097,credit_card_fee,-2571
A,001097,customer_loyalty,-160
A,001097,equipment_lease,-108
A,001097,income _allowances,54580
A,001097,insurance,-1325
A,001097,it_maintenance,-191
A,001097,maintenance,-1981
A,001097,materials,-2240
A,001097,net_sales,332969
A,001097,others,-895
A,001097,others_incomes,270
A,001097,re_incomes,1259
A,001097,rent,-7983
A,001097,shrinkage,-10635
A,001097,third_party_service,-202
A,001097,transportation_cost,-4681
A,001097,utilities,-10437
A,001097,wage,-27427
A,001098,advertising,-2386
A,001098,cogs,-250171
A,001098,credit_card_fee,-2305
A,001098,customer_loyalty,-143
A,001098,equipment_lease,-108
A,001098,income _allowances,48931
A,001098,insurance,-1249
A,001098,it_maintenance,-191
A,001098,maintenance,-1783
A,001098,materials,-2008
A,001098,net_sales,298509
A,001098,others,-895
A,001098,others_incomes,235
A,001098,re_incomes,1259
A,001098,rent,-8256
A,001098,shrinkage,-9534
A,001098,third_party_service,-183
A,001098,transportation_cost,-4197
A,001098,utilities,-9361
A,001098,wage,-24133
A,001099,advertising,-2141
A,001099,cogs,-224480
A,001099,credit_card_fee,-2068
A,001099,customer_loyalty,-129
A,001099,equipment_lease,-108
A,001099,income _allowances,43906
A,001099,insurance,-1173
A,001099,it_maintenance,-191
A,001099,maintenance,-2101
A,001099,materials,-1802
A,001099,net_sales,267854
A,001099,others,-895
A,001099,others_incomes,222
A,001099,re_incomes,1259
A,001099,rent,-8887
A,001099,shrinkage,-8555
A,001099,third_party_service,-178
A,001099,transportation_cost,-3766
A,001099,utilities,-10273
A,001099,wage,-20330
A,001100,advertising,-1854
A,001100,cogs,-194451
A,001100,credit_card_fee,-1791
A,001100,customer_loyalty,-111
A,001100,equipment_lease,-108
A,001100,income _allowances,38033
A,001100,insurance,-1093
A,001100,it_maintenance,-191
A,001100,maintenance,-2104
A,001100,materials,-1561
A,001100,net_sales,232023
A,001100,others,-895
A,001100,others_incomes,214
A,001100,re_incomes,1259
A,001100,rent,-7947
A,001100,shrinkage,-7410
A,001100,third_party_service,-195
A,001100,transportation_cost,-3262
A,001100,utilities,-10167
A,001100,wage,-20036
A,001101,advertising,-2174
A,001101,cogs,-227961
A,001101,credit_card_fee,-2100
A,001101,customer_loyalty,-131
A,001101,equipment_lease,-108
A,001101,income _allowances,44587
A,001101,insurance,-1115
A,001101,it_maintenance,-191
A,001101,maintenance,-2031
A,001101,materials,-1830
A,001101,net_sales,272007
A,001101,others,-895
A,001101,others_incomes,238
A,001101,re_incomes,1259
A,001101,rent,-8228
A,001101,shrinkage,-8688
A,001101,third_party_service,-281
A,001101,transportation_cost,-3824
A,001101,utilities,-10297
A,001101,wage,-21880
A,001102,advertising,-2349
A,001102,cogs,-246364
A,001102,credit_card_fee,-2270
A,001102,customer_loyalty,-141
A,001102,equipment_lease,-108
A,001102,income _allowances,48187
A,001102,insurance,-1363
A,001102,it_maintenance,-191
A,001102,maintenance,-2417
A,001102,materials,-1978
A,001102,net_sales,293967
A,001102,others,-895
A,001102,others_incomes,248
A,001102,re_incomes,1259
A,001102,rent,-9110
A,001102,shrinkage,-9389
A,001102,third_party_service,-205
A,001102,transportation_cost,-4133
A,001102,utilities,-11057
A,001102,wage,-23017
A,001103,advertising,-2789
A,001103,cogs,-292470
A,001103,credit_card_fee,-2695
A,001103,customer_loyalty,-168
A,001103,equipment_lease,-108
A,001103,income _allowances,57205
A,001103,insurance,-1593
A,001103,it_maintenance,-191
A,001103,maintenance,-2201
A,001103,materials,-2348
A,001103,net_sales,348981
A,001103,others,-895
A,001103,others_incomes,292
A,001103,re_incomes,1259
A,001103,rent,-9743
A,001103,shrinkage,-11147
A,001103,third_party_service,-243
A,001103,transportation_cost,-4906
A,001103,utilities,-11504
A,001103,wage,-27773
A,001104,advertising,-2859
A,001104,cogs,-299821
A,001104,credit_card_fee,-2762
A,001104,customer_loyalty,-172
A,001104,equipment_lease,-108
A,001104,income _allowances,58642
A,001104,insurance,-1617
A,001104,it_maintenance,-191
A,001104,maintenance,-2064
A,001104,materials,-2407
A,001104,net_sales,357752
A,001104,others,-895
A,001104,others_incomes,282
A,001104,re_incomes,1259
A,001104,rent,-9362
A,001104,shrinkage,-11426
A,001104,third_party_service,-192
A,001104,transportation_cost,-5030
A,001104,utilities,-11113
A,001104,wage,-28776
A,001105,advertising,-2901
A,001105,cogs,-304232
A,001105,credit_card_fee,-2803
A,001105,customer_loyalty,-175
A,001105,equipment_lease,-108
A,001105,income _allowances,59505
A,001105,insurance,-1531
A,001105,it_maintenance,-191
A,001105,maintenance,-2103
A,001105,materials,-2442
A,001105,net_sales,363016
A,001105,others,-895
A,001105,others_incomes,281
A,001105,re_incomes,1259
A,001105,rent,-9844
